,word,link,sentence,synonyms,synset
141,ad,sign/ad/7995/1,,"['ADVERTISE (as in ""publicize or a commercial"")', 'ADVERTISEMENT (as in ""an ad or promotion"")', 'BROADCAST (as in ""communicate a program or share information"")', 'COMMERCIAL (as in ""to advertise"")', 'PREVIEWS (as in ""coming attractions"")', 'PROMOTION (as in ""an advertisement"")', 'PROPAGANDA (as in ""promotion of a specific point of view"")', 'PUBLICITY (as in ""sharing information about something"")', 'PUBLICIZE (as in ""make something widely known"")']",
142,ad+nauseam,sign/ad+nauseam/11541/1,,"['DRONE ON AND ON', 'FILIBUSTER', 'GRIND (as in ""daily grind"")', 'MONOTONOUS (as in ""boring or dull"")', 'REPETITIVE']",
143,adam,sign/adam/7325/1,,"['ADAM (as in ""the name"")']",
144,adam,sign/adam/10642/1,Adam is my best friend.,"['ADAM (as in ""the first man"")']",Synset('adam.n.03')
145,adam+and+eve,sign/adam+and+eve/11050/1,,[],
146,adams+apple,sign/adams+apple/5996/1,,[],
147,adapt,sign/adapt/1104/1,,"['ADJUST (as in ""change"")', 'ALTER (as in ""change"")', 'CHANGE (as in ""alter, adapt, or adjust"")', 'CONVERSION', 'CONVERT', 'METAMORPHOSIS', 'MODIFY (as in ""change"")', 'REFORM (as in ""change"")', 'REFORMATION (as in ""the process of reforming"")', 'REPENT', 'REPENTANCE', 'REVERSE (as in ""change your plan"")', 'SHIFT (as in ""change"")', 'SWITCH (as in ""change"")', 'TRANSFORM (as in ""to change "")']",
148,add,sign/add/8054/1,,"['ATTENTION DEFICIT DISORDER (as in ""A.D.D."")']",
149,add,sign/add/5207/1,,"['ACCUMULATE (as in ""gather together, build up, or amass"")', 'AMASS (as in ""accumulate"")', 'GAIN (as in ""gain weight"")', 'INCREASE', 'INCREMENT', 'INCREMENTAL', 'PROSPER (as in ""grow"")', 'RAISE (as in ""increase"")']",
150,add,sign/add/2920/1,Add the numbers together.,"['ADD TO (as in ""math addition"")', 'ADD UP', 'ADDITION (as in ""math"")', 'ADDITIONAL', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",Synset('total.v.02')
151,add,sign/add/8529/1,,"['ADD (as in ""math addition"")', 'ADDITION (as in ""math"")', 'ASSET (as in ""a positive quality"")', 'PLUS', 'POSITIVE']",
152,add,sign/add/12622/1,,"['ADDITION (as in ""in addition or also"")', 'ALIKE', 'ALSO (as in ""too or similar"")', 'AS WELL', 'IDENTICAL', 'LIKE (as in ""similar"")', 'SAME', 'SAME AS', 'SIMILAR', 'TOO']",
153,add+to,sign/add+to/8004/1,,"['ADD (as in ""math addition"")', 'ADD UP', 'ADDITION (as in ""math"")', 'ADDITIONAL', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",
154,add+to,sign/add+to/12659/1,,"['PUT IN (as in ""to add something to a cup, glass, or jar"")']",
155,add+up,sign/add+up/7994/1,,"['ADD (as in ""math addition"")', 'ADD TO (as in ""math addition"")', 'ADDITION (as in ""math"")', 'ADDITIONAL', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",
156,addict,sign/addict/8057/1,,"['ADDICTED (as in ""to have a craving or habit for something"")', 'ADDICTION (as in ""a craving or habit for something"")', 'HOOKED ON (as in ""stuck on something, or addicted to something"")']",
157,addicted,sign/addicted/772/1,,"['ADDICT (as in ""the person: someone who craves or has a habit for something"")', 'ADDICTION (as in ""a craving or habit for something"")', 'HOOKED ON (as in ""stuck on something, or addicted to something"")']",
158,addiction,sign/addiction/2921/1,,"['ADDICT (as in ""the person: someone who craves or has a habit for something"")', 'ADDICTED (as in ""to have a craving or habit for something"")', 'HOOKED ON (as in ""stuck on something, or addicted to something"")']",
159,addition,sign/addition/10489/1,,"['WING (as in ""an addition to a building"")']",
160,addition,sign/addition/5182/1,,"['ADD (as in ""in addition or also"")', 'ALIKE', 'ALSO (as in ""too or similar"")', 'AS WELL', 'IDENTICAL', 'LIKE (as in ""similar"")', 'SAME', 'SAME AS', 'SIMILAR', 'TOO']",
161,addition,sign/addition/2146/1,,"['ADD (as in ""math addition"")', 'ADD TO (as in ""math addition"")', 'ADD UP', 'ADDITIONAL', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",
162,additional,sign/additional/6188/1,,"['ADD (as in ""math addition"")', 'ADD TO (as in ""math addition"")', 'ADD UP', 'ADDITION (as in ""math"")', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",
163,additional+activities,sign/additional+activities/11089/1,,"['EXTRACURRICULAR (as in ""after school activities"")']",
164,address,sign/address/6111/1,,[],
165,address,sign/address/5999/1,,"['LECTURE', 'PRESENT (as in ""to give a speech"")', 'PRESENTATION', 'SERMON (as in ""public affirmation of faith"")', 'SPEECH (as in ""to give a speech"")', 'TALK (as in ""speech or lecture"")', 'TESTIFY (as in ""public affirmation of faith"")', 'TESTIMONY (as in ""public affirmation of faith"")', 'WITNESS (as in ""public affirmation of faith"")']",
166,address,sign/address/11965/1,,"['APPEAR BEFORE', 'APPROACH (as in ""to approach someone"")', 'BEFORE (as in ""a physical location- in front of"")', 'COME BEFORE (as in ""come before someone or something"")', 'CONFRONT (as in ""confront in general"")', 'FACE (as in ""face to face"")', 'FACE TO FACE', 'IN FRONT OF (as in ""in front of a person"")', 'PRESENCE']",
167,adele,sign/adele/10674/1,Adele is my best friend.,[],
168,adept,sign/adept/2922/1,,"['ABILITY (as in ""skilled, proficient, or good at"")', 'ABLE (as in ""skilled or proficient"")', 'AGILE', 'CAPABLE (as in ""skilled or proficient"")', 'EFFICIENT', 'EXPERT', 'EXPERTISE', 'HANDY', 'PROFICIENT', 'QUALIFICATION', 'QUALIFIED', 'QUALIFY (as in ""to be skilled"")', 'SAVVY', 'SKILL', 'TALENT']",
169,adequate,sign/adequate/5227/1,,"['AMPLE', 'ENOUGH', 'SUBSTANTIAL', 'SUFFICIENT']",
170,adhd,sign/adhd/8056/1,,"['ATTENTION DEFICIT HYPERACTIVITY DISORDER (as in ""ADHD"")']",
171,adhere,sign/adhere/2923/1,,"['ACCORDING', 'COMPLIANT (as in ""to follow or agree"")', 'FOLLOW (as in ""adhere to or track"")', 'PER (as in ""according to"")']",
172,adhesive,sign/adhesive/1405/1,,[],
173,adhesive+tape,sign/adhesive+tape/852/1,,[],
174,adieu,sign/adieu/5927/1,,"['BYE', 'FAREWELL', 'GOODBYE', 'SEE YOU LATER']",
175,adjacent,sign/adjacent/5074/1,,"['NEIGHBOR', 'NEXT DOOR (as in ""next door"")', 'NEXT TO (as in ""adjacent"")']",
176,adjective,sign/adjective/9106/1,,[],
177,adjust,sign/adjust/2924/1,,"['ADAPT (as in ""change"")', 'ALTER (as in ""change"")', 'CHANGE (as in ""alter, adapt, or adjust"")', 'CONVERSION', 'CONVERT', 'METAMORPHOSIS', 'MODIFY (as in ""change"")', 'REFORM (as in ""change"")', 'REFORMATION (as in ""the process of reforming"")', 'REPENT', 'REPENTANCE', 'REVERSE (as in ""change your plan"")', 'SHIFT (as in ""change"")', 'SWITCH (as in ""change"")', 'TRANSFORM (as in ""to change "")']",
178,administer,sign/administer/1775/1,,"['CONTROL', 'CONTROLLER (as in ""person in charge"")', 'DIRECT (as in ""to control or manage"")', 'DIRECTOR', 'GOVERN', 'HANDLE', 'IN CHARGE OF', 'MANAGE', 'MANAGER (as in ""person in charge"")', 'OPERATE (as in ""handle or manage"")', 'REGULATE', 'REIGN', 'RULE (as in ""govern"")', 'RUN (as in ""run a meeting"")', 'STEER']",
179,administrative+assistant,sign/administrative+assistant/13908/1,My administrative assistant has worked with me for 25 years.,[],
180,administrator,sign/administrator/853/1,,[],
181,admire,sign/admire/2925/1,,"['CRAZY (as in ""admire or crazy for"")', 'LIKE (as in ""really like or like a lot"")', 'LOVE (as in ""crazy about"")', 'LOVE IT', 'NUTS (as in ""admire or nuts about"")', 'PASSIONATE (as in ""about something"")']",
182,admission,sign/admission/8006/1,,"['ENTER', 'ENTRY', 'INTO', 'PRIVILEGE (as in ""an advantage"")']",
183,admit,sign/admit/854/1,,"['BEAR YOUR SOUL', 'CONFESS (as in ""confession of sins"")', 'CONFESSION (as in ""confession of sins"")', 'CONFESSION (as in ""to admit something"")', 'CONFESSIONAL (as in ""penance"")', 'CONFIDE', 'SPILL YOUR GUTS', 'WORD VOMIT']",
184,admit+to+hospital,sign/admit+to+hospital/8059/1,,[],
185,admonish,sign/admonish/2429/1,,"['GIVE A PIECE OF MY MIND', 'REPRIMAND', 'SCOLD', 'TELL (as in ""tell off, reprimand, or scold"")']",
186,admonition,sign/admonition/6210/1,,"['ADMONISH (as in ""reprimand"")', 'ADVISORY (as in ""a warning"")', 'ALERT (as in ""to warn"")', 'BEWARE (as in ""to be cautious and give a warning"")', 'CAUTION (as in ""a warning"")', 'REBUKE (as in ""disapproval or criticism "")', 'WARN (as in ""to alert about a possible issue"")']",
187,adolescent,sign/adolescent/6315/1,,"['YOUNG (as in ""youthful"")', 'YOUTH']",
188,adopt,sign/adopt/2926/1,,"['ACCEPT (as in ""agree to"")', 'ADOPTION (as in ""to accept an idea or thought"")', 'APPROVAL (as in ""accept"")', 'APPROVE (as in ""accept"")', 'DOCILE', 'GET OVER IT', 'TAKE (as in ""to accept or take responsibility for something"")']",
189,adopt,sign/adopt/27/1,,"['ADOPTION (as in ""to adopt children"")', 'HOST (as in ""to host other people as guests"")', 'TAKE (as in ""take a class"")', 'TAKE UP']",
190,adoption,sign/adoption/2928/1,,"['ACCEPT (as in ""agree to"")', 'ADOPT (as in ""accept"")', 'APPROVAL (as in ""accept"")', 'APPROVE (as in ""accept"")', 'DOCILE', 'GET OVER IT', 'TAKE (as in ""to accept or take responsibility for something"")']",
191,adoption,sign/adoption/2927/1,The adoption process takes a lot of time.,"['ADOPT (as in ""to adopt children"")', 'HOST (as in ""to host other people as guests"")', 'TAKE (as in ""take a class"")', 'TAKE UP']",Synset('borrowing.n.01')
192,adorable,sign/adorable/10964/1,,"['CANDY', 'CUTE', 'CUTIE', 'SUGAR']",
193,adoration,sign/adoration/6538/1,,"['PRAY', 'PRAYER', 'WORSHIP']",
194,adore,sign/adore/2929/1,,"['BELOVED', 'CARE (as in ""to care about"")', 'CHERISH', 'LOVE (as in ""adore"")', 'PRECIOUS', 'PRICELESS (as in ""valuable"")', 'TREASURE (as in ""a valuable object"")']",
195,adorn,sign/adorn/9536/1,,"['DECORATE (as in ""improve the look of a location"")', 'DECORATION', 'ORNAMENT']",
196,adrift,sign/adrift/2364/1,,"['AIMLESS', 'MEANDER', 'ROAM', 'WANDER']",
197,adroit,sign/adroit/2930/1,,"['BRIGHT (as in ""smart"")', 'BRILLIANT', 'CLEVER', 'INGENIOUS', 'INTELLECTUAL', 'INTELLIGENCE', 'INTELLIGENT', 'KEEN (as in ""smart; a keen mind"")', 'RESOURCEFUL', 'SHARP (as in ""smart"")', 'SMART']",
198,adult,sign/adult/857/1,,"['BIG (as in ""tall or big vertically"")', 'GROWN UP', 'MATURE (as in ""a person"")', 'TALL (as in ""the height of a person"")']",
199,adults,sign/adults/9295/1,,['GROWN UPS'],
200,advance,sign/advance/8504/1,,"['FORWARD (as in ""to move forward"")', 'GET ALONG', 'GET OVER IT', 'GO AHEAD', 'GO ON', 'HIT IT OFF', 'MOVE (as in ""move forward or move on"")', 'MOVE AHEAD', 'MOVE ON', 'ONWARD', 'PROCEED', 'WENT AHEAD']",
201,advance,sign/advance/5087/1,,"['ELEVATE', 'ELITE', 'PROMOTE', 'PROMOTION (as in ""to move to the next level"")', 'RAISE (as in ""promotion"")', 'SUPREME']",
202,advance+directive,sign/advance+directive/8060/1,,[],
203,advantage,sign/advantage/860/1,,"['PRIVILEGE (as in ""an advantage"")', 'TAKE ADVANTAGE OF']",
204,advantage,sign/advantage/13562/1,,"['MOOCH (as in ""someone mooching me"")']",
205,advantage,sign/advantage/11232/1,,"['BEHOOVE', 'BENEFIT (as in ""advantage or profit"")', 'GAIN (as in ""profit or gain money"")', 'PROFIT']",
206,advent,sign/advent/6148/1,,"['CAME', 'COME (as in ""to come, come back, or come here"")', 'COME (as in ""come on or come here"")']",
207,adventure,sign/adventure/861/1,Our trip to Europe was a great adventure.,[],Synset('venture.v.03')
208,adverb,sign/adverb/6026/1,Today in English class we learned about adverbs.,[],Synset('adverb.n.01')
209,adverse+effect,sign/adverse+effect/8063/1,,[],
210,advertise,sign/advertise/862/1,We need to advertise our sale to get many people to come.,"['AD (as in ""advertisement"")', 'ADVERTISEMENT (as in ""an ad or promotion"")', 'BROADCAST (as in ""communicate a program or share information"")', 'COMMERCIAL (as in ""to advertise"")', 'PREVIEWS (as in ""coming attractions"")', 'PROMOTION (as in ""an advertisement"")', 'PROPAGANDA (as in ""promotion of a specific point of view"")', 'PUBLICITY (as in ""sharing information about something"")', 'PUBLICIZE (as in ""make something widely known"")']",Synset('advertise.v.02')
211,advertisement,sign/advertisement/7996/1,,"['AD (as in ""advertisement"")', 'ADVERTISE (as in ""publicize or a commercial"")', 'BROADCAST (as in ""communicate a program or share information"")', 'COMMERCIAL (as in ""to advertise"")', 'PREVIEWS (as in ""coming attractions"")', 'PROMOTION (as in ""an advertisement"")', 'PROPAGANDA (as in ""promotion of a specific point of view"")', 'PUBLICITY (as in ""sharing information about something"")', 'PUBLICIZE (as in ""make something widely known"")']",
212,advice,sign/advice/2931/1,It is important to listen to advice.,"['ADVISE (as in ""to advise to someone"")', 'COUNSEL (as in ""to counsel someone"")']",Synset('advice.n.01')
213,advice,sign/advice/14065/1,My best friend always gives me good advice.,"['ADVISE (as in ""to advise me"")', 'COUNSEL (as in ""to counsel me"")']",Synset('advice.n.01')
214,advise,sign/advise/2932/1,,"['ADVICE (as in ""to give advice to someone"")', 'COUNSEL (as in ""to counsel someone"")']",
215,advise,sign/advise/13545/1,,[],
216,advise,sign/advise/14067/1,Please advise me on how to deal with bratty children.,"['ADVICE (as in ""to give advice to me"")', 'COUNSEL (as in ""to counsel me"")']",Synset('rede.v.02')
217,advisor,sign/advisor/7998/1,,"['CONSULTANT', 'COUNSELOR']",
218,advisory,sign/advisory/6066/1,,"['ADMONISH (as in ""reprimand"")', 'ADMONITION (as in ""a warning"")', 'ALERT (as in ""to warn"")', 'BEWARE (as in ""to be cautious and give a warning"")', 'CAUTION (as in ""a warning"")', 'REBUKE (as in ""disapproval or criticism "")', 'WARN (as in ""to alert about a possible issue"")']",
219,advocate,sign/advocate/9512/1,"Ella Mae Lentz is a Deaf American teacher, poet, advocate, and author.",[],Synset('recommend.v.01')
220,advocate,sign/advocate/9512/1,"Ella Mae Lentz is a well‑known Deaf teacher, poet, advocate, and author.",[],Synset('recommend.v.01')
221,advocate,sign/advocate/2933/1,Ernest Hairston was one of the six founding members of the Black Deaf Advocates (BDA).,"['ALLEGIANCE', 'BOOST', 'ENDORSE', 'FAVOR (as in ""support"")', 'FOUNDATION (as in ""support"")', 'IN FAVOR OF', 'JUSTIFICATION', 'REASSURE (as in ""support or encourage"")', 'REINFORCE', 'SPONSOR', 'SUPPORT', 'SUPPORTIVE', 'UPHOLD']",Synset('recommend.v.01')
222,affair,sign/affair/13699/1,,"['DECIDE', 'DECISION', 'DEFINITE', 'DETERMINE', 'MAKE UP (as in ""decide"")', 'MAKE UP YOUR MIND', 'PREROGATIVE']",
223,affair,sign/affair/13698/1,,['EVENT'],
224,affect,sign/affect/2935/1,,"['EFFECT', 'INFLUENCE (as in ""influence something or someone"")', 'INFLUENCE HER', 'INFLUENCE HIM', 'INFLUENCE IT', 'INFLUENCE THEM', 'INFLUENCE YOU']",
225,affect,sign/affect/13725/1,,"['HEART WARMING', 'HEARTFELT', 'MOVE (as in ""to emotionally move"")', 'SINCERE (as in ""heartfelt"")', 'SYMPATHETIC (as in ""heartfelt"")', 'TOUCH (as in ""to emotionally touch"")']",
226,affection,sign/affection/1514/1,I have great affection for my grandmother.,"['AFFECTIONATE', 'FOND (as in ""admire or fond of"")']",Synset('affection.n.01')
227,affectionate,sign/affectionate/2936/1,,"['AFFECTION', 'FOND (as in ""admire or fond of"")']",
228,affiliate,sign/affiliate/6531/1,,"['ANNEX (as in ""to append or attach"")', 'ATTACH', 'BELONG', 'CONNECT', 'FASTEN', 'HOOK (as in ""connect or hook up"")', 'JOIN (as in ""to connect"")', 'JOINT (as in ""place where two things come together"")', 'LINK', 'UNITE']",
229,affiliation,sign/affiliation/1162/1,,"['COOPERATE', 'COOPERATION', 'UNION', 'UNITED', 'UNITY']",
230,afford,sign/afford/6925/1,,"['BILL (as in ""amount owed"")', 'DEBT', 'DUE', 'OWE']",
231,affront,sign/affront/9617/1,,"['INSULT (as in ""to insult me"")', 'OFFEND (as in ""to offend me"")', 'OFFENSE (as in ""to offend me"")']",
232,affront,sign/affront/1574/1,,"['INSULT (as in ""to insult someone"")', 'OFFEND (as in ""to offend someone"")', 'OFFENSE (as in ""to offend someone"")']",
233,afghanistan,sign/afghanistan/11719/1,,[],
234,afraid,sign/afraid/2937/1,I’m afraid to go to the library because the librarian is a grouch.,"['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.02')
235,afraid,sign/afraid/2937/1,"No, I've never been to another country because I'm afraid to fly.","['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.02')
236,afraid,sign/afraid/2937/1,"I was afraid of the water, but I went for broke and jumped in, and now I love it.","['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.02')
237,afraid,sign/afraid/2937/1,"Dorothy is afraid of lions, tigers and bears.","['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.04')
238,afraid,sign/afraid/2937/1,Devon is afraid of bears.,"['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.04')
239,afraid,sign/afraid/2937/1,My dog is afraid of thunder and lightning.,"['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.04')
240,afraid,sign/afraid/2937/1,Dorothy lives in Kansas and is afraid of tornados.,"['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.04')
241,afraid,sign/afraid/2937/1,I am afraid of giraffes.,"['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.04')
