,Unnamed: 0,word,link,sentence,synonyms,synset,fingerspelled,variations
135,135,actual,sign/actual/2918/1,,"['ACTUALLY', 'AUTHENTIC', 'CERTAIN', 'CERTAINLY', 'DEFINITELY (as in ""for sure"")', 'FOR SURE', 'GENUINE', 'INDEED', 'NONFICTION', 'OF COURSE', 'REAL', 'REALLY (as in ""as in true"")', 'SINCERE (as in ""the truth"")', 'SURE', 'SURELY', 'TRUE', 'TRULY', 'TRUTH', 'VALID', 'VERILY (as in ""certainly or truly "")', 'VERY (as in ""really"")', 'VIRTUAL (as in ""nearly "")']",,False,2
136,136,actually,sign/actually/2919/1,,"['ACTUAL', 'AUTHENTIC', 'CERTAIN', 'CERTAINLY', 'DEFINITELY (as in ""for sure"")', 'FOR SURE', 'GENUINE', 'INDEED', 'NONFICTION', 'OF COURSE', 'REAL', 'REALLY (as in ""as in true"")', 'SINCERE (as in ""the truth"")', 'SURE', 'SURELY', 'TRUE', 'TRULY', 'TRUTH', 'VALID', 'VERILY (as in ""certainly or truly "")', 'VERY (as in ""really"")', 'VIRTUAL (as in ""nearly "")']",,False,2
137,137,actuary,sign/actuary/14479/1,"An actuary can make $100,000 a year.",[],Synset('statistician.n.02'),True,1
138,138,acupuncture,sign/acupuncture/8051/1,,[],,True,1
139,139,acute,sign/acute/8052/1,,[],,True,2
140,140,acute+accent+symbol,sign/acute+accent+symbol/14253/1,,['ACCENT SYMBOL'],,False,1
141,141,ad,sign/ad/7995/1,,"['ADVERTISE (as in ""publicize or a commercial"")', 'ADVERTISEMENT (as in ""an ad or promotion"")', 'BROADCAST (as in ""communicate a program or share information"")', 'COMMERCIAL (as in ""to advertise"")', 'PREVIEWS (as in ""coming attractions"")', 'PROMOTION (as in ""an advertisement"")', 'PROPAGANDA (as in ""promotion of a specific point of view"")', 'PUBLICITY (as in ""sharing information about something"")', 'PUBLICIZE (as in ""make something widely known"")']",,False,2
142,142,ad+nauseam,sign/ad+nauseam/11541/1,,"['DRONE ON AND ON', 'FILIBUSTER', 'GRIND (as in ""daily grind"")', 'MONOTONOUS (as in ""boring or dull"")', 'REPETITIVE']",,False,1
143,143,adam,sign/adam/7325/1,,"['ADAM (as in ""the name"")']",,True,1
144,144,adam,sign/adam/10642/1,Adam is my best friend.,"['ADAM (as in ""the first man"")']",Synset('adam.n.03'),True,1
145,145,adam+and+eve,sign/adam+and+eve/11050/1,,[],,False,2
146,146,adams+apple,sign/adams+apple/5996/1,,[],,False,1
147,147,adapt,sign/adapt/1104/1,,"['ADJUST (as in ""change"")', 'ALTER (as in ""change"")', 'CHANGE (as in ""alter, adapt, or adjust"")', 'CONVERSION', 'CONVERT', 'METAMORPHOSIS', 'MODIFY (as in ""change"")', 'REFORM (as in ""change"")', 'REFORMATION (as in ""the process of reforming"")', 'REPENT', 'REPENTANCE', 'REVERSE (as in ""change your plan"")', 'SHIFT (as in ""change"")', 'SWITCH (as in ""change"")', 'TRANSFORM (as in ""to change "")']",,False,1
148,148,add,sign/add/8054/1,,"['ATTENTION DEFICIT DISORDER (as in ""A.D.D."")']",,True,1
149,149,add,sign/add/5207/1,,"['ACCUMULATE (as in ""gather together, build up, or amass"")', 'AMASS (as in ""accumulate"")', 'GAIN (as in ""gain weight"")', 'INCREASE', 'INCREMENT', 'INCREMENTAL', 'PROSPER (as in ""grow"")', 'RAISE (as in ""increase"")']",,False,2
150,150,add,sign/add/2920/1,Add the numbers together.,"['ADD TO (as in ""math addition"")', 'ADD UP', 'ADDITION (as in ""math"")', 'ADDITIONAL', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",Synset('total.v.02'),False,3
151,151,add,sign/add/8529/1,,"['ADD (as in ""math addition"")', 'ADDITION (as in ""math"")', 'ASSET (as in ""a positive quality"")', 'PLUS', 'POSITIVE']",,False,1
152,152,add,sign/add/12622/1,,"['ADDITION (as in ""in addition or also"")', 'ALIKE', 'ALSO (as in ""too or similar"")', 'AS WELL', 'IDENTICAL', 'LIKE (as in ""similar"")', 'SAME', 'SAME AS', 'SIMILAR', 'TOO']",,False,2
153,153,add+to,sign/add+to/8004/1,,"['ADD (as in ""math addition"")', 'ADD UP', 'ADDITION (as in ""math"")', 'ADDITIONAL', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",,False,1
154,154,add+to,sign/add+to/12659/1,,"['PUT IN (as in ""to add something to a cup, glass, or jar"")']",,False,1
155,155,add+up,sign/add+up/7994/1,,"['ADD (as in ""math addition"")', 'ADD TO (as in ""math addition"")', 'ADDITION (as in ""math"")', 'ADDITIONAL', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",,False,1
156,156,addict,sign/addict/8057/1,,"['ADDICTED (as in ""to have a craving or habit for something"")', 'ADDICTION (as in ""a craving or habit for something"")', 'HOOKED ON (as in ""stuck on something, or addicted to something"")']",,False,1
157,157,addicted,sign/addicted/772/1,,"['ADDICT (as in ""the person: someone who craves or has a habit for something"")', 'ADDICTION (as in ""a craving or habit for something"")', 'HOOKED ON (as in ""stuck on something, or addicted to something"")']",,False,1
158,158,addiction,sign/addiction/2921/1,,"['ADDICT (as in ""the person: someone who craves or has a habit for something"")', 'ADDICTED (as in ""to have a craving or habit for something"")', 'HOOKED ON (as in ""stuck on something, or addicted to something"")']",,False,1
159,159,addition,sign/addition/10489/1,,"['WING (as in ""an addition to a building"")']",,False,1
160,160,addition,sign/addition/5182/1,,"['ADD (as in ""in addition or also"")', 'ALIKE', 'ALSO (as in ""too or similar"")', 'AS WELL', 'IDENTICAL', 'LIKE (as in ""similar"")', 'SAME', 'SAME AS', 'SIMILAR', 'TOO']",,False,2
161,161,addition,sign/addition/2146/1,,"['ADD (as in ""math addition"")', 'ADD TO (as in ""math addition"")', 'ADD UP', 'ADDITIONAL', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",,False,2
162,162,additional,sign/additional/6188/1,,"['ADD (as in ""math addition"")', 'ADD TO (as in ""math addition"")', 'ADD UP', 'ADDITION (as in ""math"")', 'AMOUNT (as in ""total"")', 'AUXILIARY', 'CUMULATIVE (as in ""to come to a total"")', 'EXTRA', 'PLUS', 'SUM', 'TOTAL']",,False,2
163,163,additional+activities,sign/additional+activities/11089/1,,"['EXTRACURRICULAR (as in ""after school activities"")']",,False,1
164,164,address,sign/address/6111/1,,[],,False,1
165,165,address,sign/address/5999/1,,"['LECTURE', 'PRESENT (as in ""to give a speech"")', 'PRESENTATION', 'SERMON (as in ""public affirmation of faith"")', 'SPEECH (as in ""to give a speech"")', 'TALK (as in ""speech or lecture"")', 'TESTIFY (as in ""public affirmation of faith"")', 'TESTIMONY (as in ""public affirmation of faith"")', 'WITNESS (as in ""public affirmation of faith"")']",,False,1
166,166,address,sign/address/11965/1,,"['APPEAR BEFORE', 'APPROACH (as in ""to approach someone"")', 'BEFORE (as in ""a physical location- in front of"")', 'COME BEFORE (as in ""come before someone or something"")', 'CONFRONT (as in ""confront in general"")', 'FACE (as in ""face to face"")', 'FACE TO FACE', 'IN FRONT OF (as in ""in front of a person"")', 'PRESENCE']",,False,1
167,167,adele,sign/adele/10674/1,Adele is my best friend.,[],,True,1
168,168,adept,sign/adept/2922/1,,"['ABILITY (as in ""skilled, proficient, or good at"")', 'ABLE (as in ""skilled or proficient"")', 'AGILE', 'CAPABLE (as in ""skilled or proficient"")', 'EFFICIENT', 'EXPERT', 'EXPERTISE', 'HANDY', 'PROFICIENT', 'QUALIFICATION', 'QUALIFIED', 'QUALIFY (as in ""to be skilled"")', 'SAVVY', 'SKILL', 'TALENT']",,False,2
169,169,adequate,sign/adequate/5227/1,,"['AMPLE', 'ENOUGH', 'SUBSTANTIAL', 'SUFFICIENT']",,False,1
170,170,adhd,sign/adhd/8056/1,,"['ATTENTION DEFICIT HYPERACTIVITY DISORDER (as in ""ADHD"")']",,True,1
171,171,adhere,sign/adhere/2923/1,,"['ACCORDING', 'COMPLIANT (as in ""to follow or agree"")', 'FOLLOW (as in ""adhere to or track"")', 'PER (as in ""according to"")']",,False,1
172,172,adhesive,sign/adhesive/1405/1,,[],,True,3
173,173,adhesive+tape,sign/adhesive+tape/852/1,,[],,True,3
174,174,adieu,sign/adieu/5927/1,,"['BYE', 'FAREWELL', 'GOODBYE', 'SEE YOU LATER']",,False,3
175,175,adjacent,sign/adjacent/5074/1,,"['NEIGHBOR', 'NEXT DOOR (as in ""next door"")', 'NEXT TO (as in ""adjacent"")']",,False,1
176,176,adjective,sign/adjective/9106/1,,[],,False,1
177,177,adjust,sign/adjust/2924/1,,"['ADAPT (as in ""change"")', 'ALTER (as in ""change"")', 'CHANGE (as in ""alter, adapt, or adjust"")', 'CONVERSION', 'CONVERT', 'METAMORPHOSIS', 'MODIFY (as in ""change"")', 'REFORM (as in ""change"")', 'REFORMATION (as in ""the process of reforming"")', 'REPENT', 'REPENTANCE', 'REVERSE (as in ""change your plan"")', 'SHIFT (as in ""change"")', 'SWITCH (as in ""change"")', 'TRANSFORM (as in ""to change "")']",,False,1
178,178,administer,sign/administer/1775/1,,"['CONTROL', 'CONTROLLER (as in ""person in charge"")', 'DIRECT (as in ""to control or manage"")', 'DIRECTOR', 'GOVERN', 'HANDLE', 'IN CHARGE OF', 'MANAGE', 'MANAGER (as in ""person in charge"")', 'OPERATE (as in ""handle or manage"")', 'REGULATE', 'REIGN', 'RULE (as in ""govern"")', 'RUN (as in ""run a meeting"")', 'STEER']",,False,2
179,179,administrative+assistant,sign/administrative+assistant/13908/1,My administrative assistant has worked with me for 25 years.,[],,True,1
180,180,administrator,sign/administrator/853/1,,[],,False,4
181,181,admire,sign/admire/2925/1,,"['CRAZY (as in ""admire or crazy for"")', 'LIKE (as in ""really like or like a lot"")', 'LOVE (as in ""crazy about"")', 'LOVE IT', 'NUTS (as in ""admire or nuts about"")', 'PASSIONATE (as in ""about something"")']",,False,4
182,182,admission,sign/admission/8006/1,,"['ENTER', 'ENTRY', 'INTO', 'PRIVILEGE (as in ""an advantage"")']",,False,2
183,183,admit,sign/admit/854/1,,"['BEAR YOUR SOUL', 'CONFESS (as in ""confession of sins"")', 'CONFESSION (as in ""confession of sins"")', 'CONFESSION (as in ""to admit something"")', 'CONFESSIONAL (as in ""penance"")', 'CONFIDE', 'SPILL YOUR GUTS', 'WORD VOMIT']",,False,3
184,184,admit+to+hospital,sign/admit+to+hospital/8059/1,,[],,False,1
185,185,admonish,sign/admonish/2429/1,,"['GIVE A PIECE OF MY MIND', 'REPRIMAND', 'SCOLD', 'TELL (as in ""tell off, reprimand, or scold"")']",,False,2
186,186,admonition,sign/admonition/6210/1,,"['ADMONISH (as in ""reprimand"")', 'ADVISORY (as in ""a warning"")', 'ALERT (as in ""to warn"")', 'BEWARE (as in ""to be cautious and give a warning"")', 'CAUTION (as in ""a warning"")', 'REBUKE (as in ""disapproval or criticism "")', 'WARN (as in ""to alert about a possible issue"")']",,False,1
187,187,adolescent,sign/adolescent/6315/1,,"['YOUNG (as in ""youthful"")', 'YOUTH']",,False,1
188,188,adopt,sign/adopt/2926/1,,"['ACCEPT (as in ""agree to"")', 'ADOPTION (as in ""to accept an idea or thought"")', 'APPROVAL (as in ""accept"")', 'APPROVE (as in ""accept"")', 'DOCILE', 'GET OVER IT', 'TAKE (as in ""to accept or take responsibility for something"")']",,False,2
189,189,adopt,sign/adopt/27/1,,"['ADOPTION (as in ""to adopt children"")', 'HOST (as in ""to host other people as guests"")', 'TAKE (as in ""take a class"")', 'TAKE UP']",,False,1
190,190,adoption,sign/adoption/2928/1,,"['ACCEPT (as in ""agree to"")', 'ADOPT (as in ""accept"")', 'APPROVAL (as in ""accept"")', 'APPROVE (as in ""accept"")', 'DOCILE', 'GET OVER IT', 'TAKE (as in ""to accept or take responsibility for something"")']",,False,2
191,191,adoption,sign/adoption/2927/1,The adoption process takes a lot of time.,"['ADOPT (as in ""to adopt children"")', 'HOST (as in ""to host other people as guests"")', 'TAKE (as in ""take a class"")', 'TAKE UP']",Synset('borrowing.n.01'),False,1
192,192,adorable,sign/adorable/10964/1,,"['CANDY', 'CUTE', 'CUTIE', 'SUGAR']",,False,3
193,193,adoration,sign/adoration/6538/1,,"['PRAY', 'PRAYER', 'WORSHIP']",,False,2
194,194,adore,sign/adore/2929/1,,"['BELOVED', 'CARE (as in ""to care about"")', 'CHERISH', 'LOVE (as in ""adore"")', 'PRECIOUS', 'PRICELESS (as in ""valuable"")', 'TREASURE (as in ""a valuable object"")']",,False,3
195,195,adorn,sign/adorn/9536/1,,"['DECORATE (as in ""improve the look of a location"")', 'DECORATION', 'ORNAMENT']",,False,3
196,196,adrift,sign/adrift/2364/1,,"['AIMLESS', 'MEANDER', 'ROAM', 'WANDER']",,False,1
197,197,adroit,sign/adroit/2930/1,,"['BRIGHT (as in ""smart"")', 'BRILLIANT', 'CLEVER', 'INGENIOUS', 'INTELLECTUAL', 'INTELLIGENCE', 'INTELLIGENT', 'KEEN (as in ""smart; a keen mind"")', 'RESOURCEFUL', 'SHARP (as in ""smart"")', 'SMART']",,False,4
198,198,adult,sign/adult/857/1,,"['BIG (as in ""tall or big vertically"")', 'GROWN UP', 'MATURE (as in ""a person"")', 'TALL (as in ""the height of a person"")']",,False,2
199,199,adults,sign/adults/9295/1,,['GROWN UPS'],,False,1
200,200,advance,sign/advance/8504/1,,"['FORWARD (as in ""to move forward"")', 'GET ALONG', 'GET OVER IT', 'GO AHEAD', 'GO ON', 'HIT IT OFF', 'MOVE (as in ""move forward or move on"")', 'MOVE AHEAD', 'MOVE ON', 'ONWARD', 'PROCEED', 'WENT AHEAD']",,False,1
201,201,advance,sign/advance/5087/1,,"['ELEVATE', 'ELITE', 'PROMOTE', 'PROMOTION (as in ""to move to the next level"")', 'RAISE (as in ""promotion"")', 'SUPREME']",,False,1
202,202,advance+directive,sign/advance+directive/8060/1,,[],,True,1
203,203,advantage,sign/advantage/860/1,,"['PRIVILEGE (as in ""an advantage"")', 'TAKE ADVANTAGE OF']",,False,4
204,204,advantage,sign/advantage/13562/1,,"['MOOCH (as in ""someone mooching me"")']",,False,1
205,205,advantage,sign/advantage/11232/1,,"['BEHOOVE', 'BENEFIT (as in ""advantage or profit"")', 'GAIN (as in ""profit or gain money"")', 'PROFIT']",,False,2
206,206,advent,sign/advent/6148/1,,"['CAME', 'COME (as in ""to come, come back, or come here"")', 'COME (as in ""come on or come here"")']",,False,4
207,207,adventure,sign/adventure/861/1,Our trip to Europe was a great adventure.,[],Synset('venture.v.03'),False,1
208,208,adverb,sign/adverb/6026/1,Today in English class we learned about adverbs.,[],Synset('adverb.n.01'),False,1
209,209,adverse+effect,sign/adverse+effect/8063/1,,[],,True,2
210,210,advertise,sign/advertise/862/1,We need to advertise our sale to get many people to come.,"['AD (as in ""advertisement"")', 'ADVERTISEMENT (as in ""an ad or promotion"")', 'BROADCAST (as in ""communicate a program or share information"")', 'COMMERCIAL (as in ""to advertise"")', 'PREVIEWS (as in ""coming attractions"")', 'PROMOTION (as in ""an advertisement"")', 'PROPAGANDA (as in ""promotion of a specific point of view"")', 'PUBLICITY (as in ""sharing information about something"")', 'PUBLICIZE (as in ""make something widely known"")']",Synset('advertise.v.02'),False,2
211,211,advertisement,sign/advertisement/7996/1,,"['AD (as in ""advertisement"")', 'ADVERTISE (as in ""publicize or a commercial"")', 'BROADCAST (as in ""communicate a program or share information"")', 'COMMERCIAL (as in ""to advertise"")', 'PREVIEWS (as in ""coming attractions"")', 'PROMOTION (as in ""an advertisement"")', 'PROPAGANDA (as in ""promotion of a specific point of view"")', 'PUBLICITY (as in ""sharing information about something"")', 'PUBLICIZE (as in ""make something widely known"")']",,False,2
212,212,advice,sign/advice/2931/1,It is important to listen to advice.,"['ADVISE (as in ""to advise to someone"")', 'COUNSEL (as in ""to counsel someone"")']",Synset('advice.n.01'),False,2
213,213,advice,sign/advice/14065/1,My best friend always gives me good advice.,"['ADVISE (as in ""to advise me"")', 'COUNSEL (as in ""to counsel me"")']",Synset('advice.n.01'),False,2
214,214,advise,sign/advise/2932/1,,"['ADVICE (as in ""to give advice to someone"")', 'COUNSEL (as in ""to counsel someone"")']",,False,2
215,215,advise,sign/advise/13545/1,,[],,False,1
216,216,advise,sign/advise/14067/1,Please advise me on how to deal with bratty children.,"['ADVICE (as in ""to give advice to me"")', 'COUNSEL (as in ""to counsel me"")']",Synset('rede.v.02'),False,2
217,217,advisor,sign/advisor/7998/1,,"['CONSULTANT', 'COUNSELOR']",,False,1
218,218,advisory,sign/advisory/6066/1,,"['ADMONISH (as in ""reprimand"")', 'ADMONITION (as in ""a warning"")', 'ALERT (as in ""to warn"")', 'BEWARE (as in ""to be cautious and give a warning"")', 'CAUTION (as in ""a warning"")', 'REBUKE (as in ""disapproval or criticism "")', 'WARN (as in ""to alert about a possible issue"")']",,False,1
219,219,advocate,sign/advocate/9512/1,"Ella Mae Lentz is a Deaf American teacher, poet, advocate, and author.",[],Synset('recommend.v.01'),False,1
220,220,advocate,sign/advocate/9512/1,"Ella Mae Lentz is a well‑known Deaf teacher, poet, advocate, and author.",[],Synset('recommend.v.01'),False,1
221,221,advocate,sign/advocate/2933/1,Ernest Hairston was one of the six founding members of the Black Deaf Advocates (BDA).,"['ALLEGIANCE', 'BOOST', 'ENDORSE', 'FAVOR (as in ""support"")', 'FOUNDATION (as in ""support"")', 'IN FAVOR OF', 'JUSTIFICATION', 'REASSURE (as in ""support or encourage"")', 'REINFORCE', 'SPONSOR', 'SUPPORT', 'SUPPORTIVE', 'UPHOLD']",Synset('recommend.v.01'),False,1
222,222,affair,sign/affair/13699/1,,"['DECIDE', 'DECISION', 'DEFINITE', 'DETERMINE', 'MAKE UP (as in ""decide"")', 'MAKE UP YOUR MIND', 'PREROGATIVE']",,False,6
223,223,affair,sign/affair/13698/1,,['EVENT'],,False,2
224,224,affect,sign/affect/2935/1,,"['EFFECT', 'INFLUENCE (as in ""influence something or someone"")', 'INFLUENCE HER', 'INFLUENCE HIM', 'INFLUENCE IT', 'INFLUENCE THEM', 'INFLUENCE YOU']",,False,3
225,225,affect,sign/affect/13725/1,,"['HEART WARMING', 'HEARTFELT', 'MOVE (as in ""to emotionally move"")', 'SINCERE (as in ""heartfelt"")', 'SYMPATHETIC (as in ""heartfelt"")', 'TOUCH (as in ""to emotionally touch"")']",,False,1
226,226,affection,sign/affection/1514/1,I have great affection for my grandmother.,"['AFFECTIONATE', 'FOND (as in ""admire or fond of"")']",Synset('affection.n.01'),False,1
227,227,affectionate,sign/affectionate/2936/1,,"['AFFECTION', 'FOND (as in ""admire or fond of"")']",,False,1
228,228,affiliate,sign/affiliate/6531/1,,"['ANNEX (as in ""to append or attach"")', 'ATTACH', 'BELONG', 'CONNECT', 'FASTEN', 'HOOK (as in ""connect or hook up"")', 'JOIN (as in ""to connect"")', 'JOINT (as in ""place where two things come together"")', 'LINK', 'UNITE']",,False,1
229,229,affiliation,sign/affiliation/1162/1,,"['COOPERATE', 'COOPERATION', 'UNION', 'UNITED', 'UNITY']",,False,1
230,230,afford,sign/afford/6925/1,,"['BILL (as in ""amount owed"")', 'DEBT', 'DUE', 'OWE']",,False,1
231,231,affront,sign/affront/9617/1,,"['INSULT (as in ""to insult me"")', 'OFFEND (as in ""to offend me"")', 'OFFENSE (as in ""to offend me"")']",,False,1
232,232,affront,sign/affront/1574/1,,"['INSULT (as in ""to insult someone"")', 'OFFEND (as in ""to offend someone"")', 'OFFENSE (as in ""to offend someone"")']",,False,1
233,233,afghanistan,sign/afghanistan/11719/1,,[],,True,2
234,234,afraid,sign/afraid/2937/1,I’m afraid to go to the library because the librarian is a grouch.,"['CHICKEN (as in ""scared, coward"")', 'COWARD (as in ""chicken or afraid"")', 'FEAR', 'FEARFUL', 'FRIGHTENED', 'HAUNT', 'HORROR', 'INTIMIDATE', 'PANIC', 'QUIVER', 'RECOIL', 'SCARED', 'SCARY', 'SPOOKY', 'SUSCEPTIBLE (as in ""vulnerable"")', 'TERRIFIED', 'TERRIFY', 'TERROR', 'VULNERABLE (as in ""susceptible"")']",Synset('afraid.s.02'),False,4
